"Month_Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"8.18","Assembly Dist. 01",17656,45,1618,289,0,8214,261,11086
"8.18","Assembly Dist. 02",13412,46,1627,358,0,8502,171,15288
"8.18","Assembly Dist. 03",13519,57,1033,235,0,6239,264,6364
"8.18","Assembly Dist. 04",15738,59,1882,452,0,9056,242,15774
"8.18","Assembly Dist. 05",13455,51,1360,311,0,7118,209,10923
"8.18","Assembly Dist. 06",17013,37,797,161,0,5864,568,2610
"8.18","Assembly Dist. 07",17807,65,1084,189,0,6952,342,5969
"8.18","Assembly Dist. 08",13874,53,1303,330,0,8020,211,8793
"8.18","Assembly Dist. 09",16034,63,1710,438,0,10187,232,12803
"8.18","Assembly Dist. 10",12377,53,998,255,0,5815,245,6164
"8.18","Assembly Dist. 11",11337,41,736,168,0,5208,343,2545
"8.18","Assembly Dist. 12",16390,52,1477,309,0,8182,304,11082
"8.18","Assembly Dist. 13",13135,41,1795,355,0,8180,204,16172
"8.18","Assembly Dist. 14",13486,55,877,180,0,6089,332,4601
"8.18","Assembly Dist. 15",14481,68,1180,276,0,6636,375,5721
"8.18","Assembly Dist. 16",13068,62,1216,361,0,7429,518,5292
"8.18","Assembly Dist. 17",17744,50,1310,286,0,7870,307,8107
"8.18","Assembly Dist. 18",14915,79,1281,322,0,7650,339,7466
"8.18","Assembly Dist. 19",12113,46,1850,284,0,7824,217,14446
"8.18","Assembly Dist. 20",14187,68,1363,325,0,7249,333,8563
"8.18","Assembly Dist. 21",13180,59,1545,333,0,7478,205,10989
"8.18","Assembly Dist. 22",14563,41,1967,405,0,9294,202,17133
"8.18","Assembly Dist. 23",14494,52,2436,414,0,9691,195,21841
"8.18","Assembly Dist. 24",14687,199,1437,521,4,7945,470,7426
"8.18","Assembly Dist. 25",14878,120,1937,529,8,8532,356,19079
"8.18","Assembly Dist. 26",14356,111,2076,613,7,9437,356,20892
"8.18","Assembly Dist. 27",13826,143,1615,453,10,7786,356,10994
"8.18","Assembly Dist. 28",11723,22,682,158,0,5090,285,2836
"8.18","Assembly Dist. 29",14928,60,1706,391,0,8750,242,13586
"8.18","Assembly Dist. 30",13035,114,1487,371,10,6800,304,10163
"8.18","Assembly Dist. 31",13446,106,1918,500,9,7691,288,15753
"8.18","Assembly Dist. 32",8309,49,1703,355,11,6368,183,17845
"8.18","Assembly Dist. 33",5656,17,1747,356,3,5910,114,17303
"8.18","Assembly Dist. 34",14703,58,1414,332,0,7465,243,10122
"8.18","Assembly Dist. 35",17050,48,1911,494,0,11080,246,13981
"8.18","Assembly Dist. 36",11594,73,2565,450,5,8286,176,19793
"8.18","Assembly Dist. 37",14770,44,1665,300,0,7800,212,14667
"8.18","Assembly Dist. 38",7908,59,2342,463,2,6921,169,20528
"8.18","Assembly Dist. 39",10858,88,2463,541,8,7835,143,25232
"8.18","Assembly Dist. 40",11196,77,1892,435,3,6574,219,17429
"8.18","Assembly Dist. 41",14757,64,1611,416,0,8615,211,11868
"8.18","Assembly Dist. 42",12044,56,1042,241,0,6132,214,6323
"9.18","Assembly Dist. 01",17873,46,1607,295,0,8402,265,11184
"9.18","Assembly Dist. 02",13559,45,1649,352,0,8674,173,15465
"9.18","Assembly Dist. 03",13724,59,1029,237,0,6443,263,6409
"9.18","Assembly Dist. 04",15949,60,1891,451,0,9299,240,15996
"9.18","Assembly Dist. 05",13600,50,1365,320,0,7289,214,11062
"9.18","Assembly Dist. 06",17254,38,808,168,0,6106,552,2669
"9.18","Assembly Dist. 07",17992,63,1099,196,0,7226,345,6042
"9.18","Assembly Dist. 08",14080,53,1321,339,0,8240,212,8927
"9.18","Assembly Dist. 09",16371,61,1744,446,0,10476,231,13047
"9.18","Assembly Dist. 10",12547,54,1009,259,0,6024,251,6213
"9.18","Assembly Dist. 11",11485,43,747,179,0,5399,348,2600
"9.18","Assembly Dist. 12",16579,51,1474,304,0,8376,305,11242
"9.18","Assembly Dist. 13",13253,42,1794,353,0,8303,205,16409
"9.18","Assembly Dist. 14",13637,57,890,185,0,6255,330,4657
"9.18","Assembly Dist. 15",14695,69,1195,280,0,6835,370,5810
"9.18","Assembly Dist. 16",13445,62,1246,381,0,7765,523,5404
"9.18","Assembly Dist. 17",18017,49,1322,296,0,8124,306,8229
"9.18","Assembly Dist. 18",15165,78,1300,331,0,7838,336,7591
"9.18","Assembly Dist. 19",12289,45,1851,297,0,8034,220,14649
"9.18","Assembly Dist. 20",14435,65,1373,336,0,7458,334,8677
"9.18","Assembly Dist. 21",13355,57,1562,341,0,7669,210,11138
"9.18","Assembly Dist. 22",14796,41,1990,410,0,9491,205,17388
"9.18","Assembly Dist. 23",14680,52,2458,425,0,9897,191,22162
"9.18","Assembly Dist. 24",15127,194,1461,531,5,8377,488,7665
"9.18","Assembly Dist. 25",15116,117,1970,532,9,8729,356,19292
"9.18","Assembly Dist. 26",14647,108,2109,615,7,9748,368,21178
"9.18","Assembly Dist. 27",14007,142,1621,458,9,7998,360,11161
"9.18","Assembly Dist. 28",11907,24,695,160,0,5246,279,2898
"9.18","Assembly Dist. 29",15188,60,1711,397,0,8953,244,13773
"9.18","Assembly Dist. 30",13219,116,1510,381,10,7033,314,10316
"9.18","Assembly Dist. 31",13629,104,1929,506,10,7829,300,15966
"9.18","Assembly Dist. 32",8434,48,1710,364,11,6519,191,18120
"9.18","Assembly Dist. 33",5688,17,1773,360,3,6026,112,17455
"9.18","Assembly Dist. 34",14908,60,1422,339,0,7652,241,10208
"9.18","Assembly Dist. 35",17372,47,1928,501,0,11351,242,14214
"9.18","Assembly Dist. 36",11718,75,2600,458,5,8448,180,20059
"9.18","Assembly Dist. 37",14993,45,1679,302,0,7999,208,14812
"9.18","Assembly Dist. 38",7938,57,2348,473,2,7015,168,20706
"9.18","Assembly Dist. 39",11005,87,2477,552,8,7988,141,25515
"9.18","Assembly Dist. 40",11325,72,1898,448,3,6724,221,17662
"9.18","Assembly Dist. 41",15044,62,1655,425,0,8865,211,12077
"9.18","Assembly Dist. 42",12203,55,1050,250,0,6296,213,6413
"12.18","Assembly Dist. 01",18627,47,1649,311,0,8801,261,11505
"12.18","Assembly Dist. 02",14131,47,1715,368,0,9183,170,15931
"12.18","Assembly Dist. 03",14481,55,1050,243,0,6916,260,6587
"12.18","Assembly Dist. 04",16707,60,1970,462,0,9930,230,16644
"12.18","Assembly Dist. 05",14106,51,1423,342,0,7737,207,11419
"12.18","Assembly Dist. 06",17986,37,861,179,0,6482,540,2750
"12.18","Assembly Dist. 07",18754,58,1155,208,0,7549,353,6207
"12.18","Assembly Dist. 08",14902,55,1386,348,0,8729,212,9292
"12.18","Assembly Dist. 09",17502,62,1873,467,0,11215,231,13628
"12.18","Assembly Dist. 10",13229,52,1076,262,0,6405,267,6395
"12.18","Assembly Dist. 11",12008,41,782,194,0,5698,337,2685
"12.18","Assembly Dist. 12",17275,51,1508,320,0,8907,285,11652
"12.18","Assembly Dist. 13",13745,39,1854,371,0,8659,195,16962
"12.18","Assembly Dist. 14",14278,56,934,185,0,6652,329,4803
"12.18","Assembly Dist. 15",15195,64,1227,292,0,7231,362,5997
"12.18","Assembly Dist. 16",14192,61,1315,388,0,8286,516,5627
"12.18","Assembly Dist. 17",19075,50,1399,305,0,8641,313,8475
"12.18","Assembly Dist. 18",15921,78,1350,338,0,8247,321,7820
"12.18","Assembly Dist. 19",12764,45,1905,298,0,8458,210,15155
"12.18","Assembly Dist. 20",15180,65,1427,354,0,7940,323,8932
"12.18","Assembly Dist. 21",13898,57,1635,361,0,8032,206,11448
"12.18","Assembly Dist. 22",15322,37,2058,429,0,9946,201,17960
"12.18","Assembly Dist. 23",15190,50,2526,458,0,10364,180,22880
"12.18","Assembly Dist. 24",15808,198,1507,545,5,9017,500,7950
"12.18","Assembly Dist. 25",15522,124,2033,539,9,9153,353,19682
"12.18","Assembly Dist. 26",15155,113,2179,640,7,10331,375,21714
"12.18","Assembly Dist. 27",14478,143,1674,472,11,8470,353,11427
"12.18","Assembly Dist. 28",12451,22,729,168,0,5539,272,2951
"12.18","Assembly Dist. 29",15932,61,1799,409,0,9428,245,14198
"12.18","Assembly Dist. 30",13675,115,1547,404,10,7410,317,10621
"12.18","Assembly Dist. 31",14065,100,1980,533,10,8271,299,16398
"12.18","Assembly Dist. 32",8655,46,1780,370,11,6857,194,18643
"12.18","Assembly Dist. 33",5785,21,1816,366,3,6289,113,17965
"12.18","Assembly Dist. 34",15730,61,1468,365,0,8084,236,10459
"12.18","Assembly Dist. 35",18407,48,2031,529,0,12070,243,14823
"12.18","Assembly Dist. 36",12061,78,2697,471,5,8866,171,20733
"12.18","Assembly Dist. 37",15509,47,1734,321,0,8504,206,15218
"12.18","Assembly Dist. 38",8080,60,2429,500,2,7327,180,21369
"12.18","Assembly Dist. 39",11289,87,2557,578,8,8435,145,26243
"12.18","Assembly Dist. 40",11734,72,1986,475,3,7141,230,18287
"12.18","Assembly Dist. 41",15852,64,1725,447,0,9412,212,12549
"12.18","Assembly Dist. 42",12783,55,1102,258,0,6652,213,6646
"12.18","Assembly Dist. 01",18627,47,1649,311,0,8801,261,11505
"12.18","Assembly Dist. 02",14131,47,1715,368,0,9183,170,15931
"12.18","Assembly Dist. 03",14481,55,1050,243,0,6916,260,6587
"12.18","Assembly Dist. 04",16707,60,1970,462,0,9930,230,16644
"12.18","Assembly Dist. 05",14106,51,1423,342,0,7737,207,11419
"12.18","Assembly Dist. 06",17986,37,861,179,0,6482,540,2750
"12.18","Assembly Dist. 07",18754,58,1155,208,0,7549,353,6207
"12.18","Assembly Dist. 08",14902,55,1386,348,0,8729,212,9292
"12.18","Assembly Dist. 09",17502,62,1873,467,0,11215,231,13628
"12.18","Assembly Dist. 10",13229,52,1076,262,0,6405,267,6395
"12.18","Assembly Dist. 11",12008,41,782,194,0,5698,337,2685
"12.18","Assembly Dist. 12",17275,51,1508,320,0,8907,285,11652
"12.18","Assembly Dist. 13",13745,39,1854,371,0,8659,195,16962
"12.18","Assembly Dist. 14",14278,56,934,185,0,6652,329,4803
"12.18","Assembly Dist. 15",15195,64,1227,292,0,7231,362,5997
"12.18","Assembly Dist. 16",14192,61,1315,388,0,8286,516,5627
"12.18","Assembly Dist. 17",19075,50,1399,305,0,8641,313,8475
"12.18","Assembly Dist. 18",15921,78,1350,338,0,8247,321,7820
"12.18","Assembly Dist. 19",12764,45,1905,298,0,8458,210,15155
"12.18","Assembly Dist. 20",15180,65,1427,354,0,7940,323,8932
"12.18","Assembly Dist. 21",13898,57,1635,361,0,8032,206,11448
"12.18","Assembly Dist. 22",15322,37,2058,429,0,9946,201,17960
"12.18","Assembly Dist. 23",15190,50,2526,458,0,10364,180,22880
"12.18","Assembly Dist. 24",15808,198,1507,545,5,9017,500,7950
"12.18","Assembly Dist. 25",15522,124,2033,539,9,9153,353,19682
"12.18","Assembly Dist. 26",15155,113,2179,640,7,10331,375,21714
"12.18","Assembly Dist. 27",14478,143,1674,472,11,8470,353,11427
"12.18","Assembly Dist. 28",12451,22,729,168,0,5539,272,2951
"12.18","Assembly Dist. 29",15932,61,1799,409,0,9428,245,14198
"12.18","Assembly Dist. 30",13675,115,1547,404,10,7410,317,10621
"12.18","Assembly Dist. 31",14065,100,1980,533,10,8271,299,16398
"12.18","Assembly Dist. 32",8655,46,1780,370,11,6857,194,18643
"12.18","Assembly Dist. 33",5785,21,1816,366,3,6289,113,17965
"12.18","Assembly Dist. 34",15730,61,1468,365,0,8084,236,10459
"12.18","Assembly Dist. 35",18407,48,2031,529,0,12070,243,14823
"12.18","Assembly Dist. 36",12061,78,2697,471,5,8866,171,20733
"12.18","Assembly Dist. 37",15509,47,1734,321,0,8504,206,15218
"12.18","Assembly Dist. 38",8080,60,2429,500,2,7327,180,21369
"12.18","Assembly Dist. 39",11289,87,2557,578,8,8435,145,26243
"12.18","Assembly Dist. 40",11734,72,1986,475,3,7141,230,18287
"12.18","Assembly Dist. 41",15852,64,1725,447,0,9412,212,12549
"12.18","Assembly Dist. 42",12783,55,1102,258,0,6652,213,6646
"2.19","Assembly Dist. 01",18755,1662,46,261,317,0,8920,11638
"2.19","Assembly Dist. 02",14227,1759,46,170,372,0,9335,16007
"2.19","Assembly Dist. 03",14592,1078,55,269,243,0,6997,6636
"2.19","Assembly Dist. 04",16851,2008,62,231,479,0,10090,16856
"2.19","Assembly Dist. 05",14215,1455,49,204,347,0,7845,11519
"2.19","Assembly Dist. 06",18102,883,37,532,185,0,6573,2792
"2.19","Assembly Dist. 07",18877,1180,58,350,211,0,7629,6279
"2.19","Assembly Dist. 08",15066,1407,54,208,372,0,8902,9431
"2.19","Assembly Dist. 09",17867,1930,60,239,480,0,11487,13894
"2.19","Assembly Dist. 10",13345,1100,50,261,264,0,6525,6455
"2.19","Assembly Dist. 11",12118,791,40,337,200,0,5742,2728
"2.19","Assembly Dist. 12",17457,1556,51,285,325,0,9063,11840
"2.19","Assembly Dist. 13",13831,1878,38,192,377,0,8774,17154
"2.19","Assembly Dist. 14",14421,952,55,335,186,0,6711,4827
"2.19","Assembly Dist. 15",15310,1248,62,357,298,0,7300,6060
"2.19","Assembly Dist. 16",14304,1341,57,510,392,0,8403,5712
"2.19","Assembly Dist. 17",19292,1425,48,315,310,0,8761,8602
"2.19","Assembly Dist. 18",16094,1373,76,317,343,0,8377,7942
"2.19","Assembly Dist. 19",12914,1926,46,214,306,0,8603,15426
"2.19","Assembly Dist. 20",15366,1455,65,324,357,0,8056,9049
"2.19","Assembly Dist. 21",13999,1655,58,200,374,0,8117,11537
"2.19","Assembly Dist. 22",15475,2091,36,201,440,0,10152,18136
"2.19","Assembly Dist. 23",15338,2586,49,186,465,0,10590,23135
"2.19","Assembly Dist. 24",15733,1515,190,493,539,4,8984,7939
"2.19","Assembly Dist. 25",15569,2040,122,352,541,9,9202,19721
"2.19","Assembly Dist. 26",15222,2188,110,369,651,7,10460,21795
"2.19","Assembly Dist. 27",14494,1691,137,353,482,11,8516,11445
"2.19","Assembly Dist. 28",12521,751,22,272,171,0,5614,2992
"2.19","Assembly Dist. 29",16143,1825,60,241,413,0,9572,14349
"2.19","Assembly Dist. 30",13659,1563,113,307,408,10,7441,10643
"2.19","Assembly Dist. 31",14042,2004,101,299,540,10,8373,16455
"2.19","Assembly Dist. 32",8651,1799,46,191,377,11,6892,18731
"2.19","Assembly Dist. 33",5507,1684,18,106,334,3,5722,16950
"2.19","Assembly Dist. 34",15862,1496,60,232,357,0,8208,10595
"2.19","Assembly Dist. 35",18632,2088,49,242,536,0,12344,15084
"2.19","Assembly Dist. 36",12165,2714,74,172,472,5,8997,20891
"2.19","Assembly Dist. 37",15614,1749,45,207,328,0,8616,15365
"2.19","Assembly Dist. 38",8095,2446,59,183,508,2,7367,21421
"2.19","Assembly Dist. 39",11285,2565,88,145,579,8,8500,26295
"2.19","Assembly Dist. 40",11770,1996,72,229,485,4,7201,18265
"2.19","Assembly Dist. 41",16055,1772,62,216,459,0,9631,12761
"2.19","Assembly Dist. 42",12896,1112,55,213,263,0,6751,6715
"7.19","Assembly Dist. 01",18144,45,1600,314,0,8623,241,11270
"7.19","Assembly Dist. 02",13644,42,1697,358,0,8976,163,15256
"7.19","Assembly Dist. 03",14135,54,1049,240,0,6810,258,6415
"7.19","Assembly Dist. 04",16265,56,1950,472,0,9827,219,16402
"7.19","Assembly Dist. 05",13680,46,1385,341,0,7600,198,11067
"7.19","Assembly Dist. 06",17481,34,865,186,0,6411,509,2743
"7.19","Assembly Dist. 07",18136,54,1147,206,0,7379,318,6105
"7.19","Assembly Dist. 08",14528,48,1388,343,0,8722,194,9098
"7.19","Assembly Dist. 09",17392,49,1847,448,0,11255,221,13553
"7.19","Assembly Dist. 10",12790,39,1100,255,0,6301,232,6220
"7.19","Assembly Dist. 11",11773,41,790,195,0,5585,314,2663
"7.19","Assembly Dist. 12",16984,48,1523,303,0,8884,267,11681
"7.19","Assembly Dist. 13",13349,30,1827,356,0,8572,184,16642
"7.19","Assembly Dist. 14",13858,54,919,170,0,6543,312,4630
"7.19","Assembly Dist. 15",14851,58,1229,289,0,7090,325,5814
"7.19","Assembly Dist. 16",13764,55,1309,382,0,8056,487,5531
"7.19","Assembly Dist. 17",18719,48,1402,300,0,8458,276,8322
"7.19","Assembly Dist. 18",15499,70,1372,349,0,8147,289,7714
"7.19","Assembly Dist. 19",12655,42,1908,296,0,8400,207,15130
"7.19","Assembly Dist. 20",14654,59,1392,354,0,7704,292,8697
"7.19","Assembly Dist. 21",13461,51,1589,352,0,7863,178,11093
"7.19","Assembly Dist. 22",14834,35,2005,424,0,9850,183,17528
"7.19","Assembly Dist. 23",15009,44,2542,451,0,10479,175,22735
"7.19","Assembly Dist. 24",15443,173,1511,531,6,8850,492,7807
"7.19","Assembly Dist. 25",15591,123,2030,528,11,9261,347,19617
"7.19","Assembly Dist. 26",15330,109,2243,664,8,10611,369,21868
"7.19","Assembly Dist. 27",14468,134,1698,489,9,8522,341,11475
"7.19","Assembly Dist. 28",12105,21,732,169,0,5447,254,2912
"7.19","Assembly Dist. 29",15556,55,1816,386,0,9254,220,13823
"7.19","Assembly Dist. 30",13711,104,1598,424,10,7542,309,10634
"7.19","Assembly Dist. 31",14027,102,1988,549,10,8539,290,16405
"7.19","Assembly Dist. 32",8685,42,1834,374,13,7029,195,18989
"7.19","Assembly Dist. 33",5733,23,1839,375,2,6434,114,18237
"7.19","Assembly Dist. 34",15114,50,1448,340,0,7939,211,10247
"7.19","Assembly Dist. 35",18128,42,2057,535,0,12205,233,14561
"7.19","Assembly Dist. 36",12084,75,2715,474,6,9070,180,21091
"7.19","Assembly Dist. 37",15192,41,1735,313,0,8371,201,14842
"7.19","Assembly Dist. 38",8106,56,2501,520,2,7511,192,21595
"7.19","Assembly Dist. 39",11281,86,2612,589,8,8669,147,26580
"7.19","Assembly Dist. 40",11869,70,2035,488,4,7380,231,18393
"7.19","Assembly Dist. 41",15562,55,1751,467,0,9438,192,12496
"7.19","Assembly Dist. 42",12367,51,1067,246,0,6605,192,6411
"8.19","Assembly Dist. 01",18316,45,1619,321,0,8712,238,11369
"8.19","Assembly Dist. 02",13815,42,1725,361,0,9088,164,15345
"8.19","Assembly Dist. 03",14239,53,1069,241,0,6872,259,6452
"8.19","Assembly Dist. 04",16399,56,1982,482,0,9971,219,16507
"8.19","Assembly Dist. 05",13782,47,1408,351,0,7690,202,11105
"8.19","Assembly Dist. 06",17615,34,881,187,0,6474,512,2766
"8.19","Assembly Dist. 07",18252,55,1159,212,0,7431,317,6143
"8.19","Assembly Dist. 08",14679,47,1410,349,0,8845,192,9149
"8.19","Assembly Dist. 09",17626,49,1879,458,0,11443,225,13693
"8.19","Assembly Dist. 10",12931,39,1112,260,0,6349,230,6255
"8.19","Assembly Dist. 11",11862,41,796,198,0,5618,313,2693
"8.19","Assembly Dist. 12",17096,47,1547,302,0,9005,265,11794
"8.19","Assembly Dist. 13",13455,31,1851,364,0,8684,185,16723
"8.19","Assembly Dist. 14",13966,53,926,169,0,6600,310,4652
"8.19","Assembly Dist. 15",14939,58,1249,294,0,7134,327,5859
"8.19","Assembly Dist. 16",13929,53,1348,389,0,8161,489,5581
"8.19","Assembly Dist. 17",18946,48,1425,304,0,8590,276,8388
"8.19","Assembly Dist. 18",15671,68,1396,355,0,8256,287,7765
"8.19","Assembly Dist. 19",12747,42,1929,302,0,8506,207,15283
"8.19","Assembly Dist. 20",14808,59,1417,364,0,7824,295,8769
"8.19","Assembly Dist. 21",13549,51,1611,351,0,7962,180,11166
"8.19","Assembly Dist. 22",15006,35,2026,426,0,9946,185,17646
"8.19","Assembly Dist. 23",15135,44,2566,461,0,10577,176,22904
"8.19","Assembly Dist. 24",15612,172,1529,532,6,8952,489,7850
"8.19","Assembly Dist. 25",15760,121,2049,537,11,9394,350,19771
"8.19","Assembly Dist. 26",15526,107,2280,676,8,10734,371,22046
"8.19","Assembly Dist. 27",14597,132,1733,493,9,8621,344,11553
"8.19","Assembly Dist. 28",12208,21,744,173,0,5524,254,2930
"8.19","Assembly Dist. 29",15730,54,1850,390,0,9402,226,13920
"8.19","Assembly Dist. 30",13874,103,1620,431,10,7648,313,10714
"8.19","Assembly Dist. 31",14139,101,2012,559,10,8687,291,16493
"8.19","Assembly Dist. 32",8751,41,1852,378,13,7140,198,19113
"8.19","Assembly Dist. 33",5764,22,1858,383,2,6522,119,18386
"8.19","Assembly Dist. 34",15253,50,1468,343,0,8066,208,10292
"8.19","Assembly Dist. 35",18310,42,2092,549,0,12390,238,14710
"8.19","Assembly Dist. 36",12091,75,2719,482,6,9149,180,21141
"8.19","Assembly Dist. 37",15315,41,1750,321,0,8440,201,14907
"8.19","Assembly Dist. 38",8130,55,2515,528,2,7586,190,21704
"8.19","Assembly Dist. 39",11351,87,2616,597,8,8793,145,26770
"8.19","Assembly Dist. 40",11944,70,2062,502,4,7474,234,18500
"8.19","Assembly Dist. 41",15730,54,1798,472,0,9622,192,12624
"8.19","Assembly Dist. 42",12448,52,1090,253,0,6683,196,6444
"9.19","Assembly Dist. 01",17890,43,1586,301,0,8459,224,11032
"9.19","Assembly Dist. 02",13424,40,1658,341,0,8787,159,14887
"9.19","Assembly Dist. 03",13824,53,1041,228,0,6590,245,6271
"9.19","Assembly Dist. 04",15973,56,1950,455,0,9644,206,16040
"9.19","Assembly Dist. 05",13433,43,1365,333,0,7430,191,10781
"9.19","Assembly Dist. 06",17109,31,835,187,0,6202,479,2678
"9.19","Assembly Dist. 07",17731,54,1114,206,0,7151,308,5980
"9.19","Assembly Dist. 08",14254,45,1376,318,0,8576,181,8893
"9.19","Assembly Dist. 09",17176,45,1835,430,0,11078,216,13266
"9.19","Assembly Dist. 10",12534,36,1071,253,0,6070,218,6069
"9.19","Assembly Dist. 11",11483,37,763,188,0,5391,296,2610
"9.19","Assembly Dist. 12",16691,49,1508,286,0,8735,253,11522
"9.19","Assembly Dist. 13",13170,31,1787,354,0,8462,178,16328
"9.19","Assembly Dist. 14",13486,49,886,159,0,6309,294,4497
"9.19","Assembly Dist. 15",14515,53,1211,289,0,6855,317,5689
"9.19","Assembly Dist. 16",13429,52,1293,367,0,7813,461,5375
"9.19","Assembly Dist. 17",18358,46,1385,294,0,8270,265,8134
"9.19","Assembly Dist. 18",15225,67,1352,341,0,7965,274,7496
"9.19","Assembly Dist. 19",12437,39,1879,290,0,8228,201,14956
"9.19","Assembly Dist. 20",14338,55,1375,350,0,7487,284,8510
"9.19","Assembly Dist. 21",13177,48,1561,343,0,7683,174,10850
"9.19","Assembly Dist. 22",14621,34,1989,403,0,9661,181,17176
"9.19","Assembly Dist. 23",14855,38,2507,450,0,10332,173,22437
"9.19","Assembly Dist. 24",15823,168,1545,542,6,8989,488,7888
"9.19","Assembly Dist. 25",15824,120,2067,535,11,9423,351,19733
"9.19","Assembly Dist. 26",15624,102,2277,675,8,10797,374,22066
"9.19","Assembly Dist. 27",14668,127,1741,499,9,8652,340,11561
"9.19","Assembly Dist. 28",11761,19,718,161,0,5286,244,2819
"9.19","Assembly Dist. 29",15298,51,1793,377,0,9088,219,13479
"9.19","Assembly Dist. 30",13944,102,1632,436,9,7708,312,10700
"9.19","Assembly Dist. 31",14219,99,2010,561,10,8721,292,16528
"9.19","Assembly Dist. 32",8785,41,1863,374,13,7156,199,19164
"9.19","Assembly Dist. 33",5752,21,1866,386,3,6544,119,18387
"9.19","Assembly Dist. 34",14839,49,1425,338,0,7741,207,9982
"9.19","Assembly Dist. 35",17846,37,2036,531,0,12079,231,14323
"9.19","Assembly Dist. 36",12054,73,2702,483,6,9082,178,21034
"9.19","Assembly Dist. 37",14924,40,1721,308,0,8135,192,14573
"9.19","Assembly Dist. 38",8160,55,2521,530,2,7643,192,21788
"9.19","Assembly Dist. 39",11382,87,2636,600,8,8832,146,26855
"9.19","Assembly Dist. 40",12006,71,2086,501,4,7514,236,18555
"9.19","Assembly Dist. 41",15350,52,1769,454,0,9367,180,12293
"9.19","Assembly Dist. 42",12059,48,1074,244,0,6455,186,6240
"1.20","Assembly Dist. 01",18581,39,1702,319,0,9140,229,11377
"1.20","Assembly Dist. 02",13962,38,1741,361,0,9288,161,15192
"1.20","Assembly Dist. 03",14344,49,1083,240,0,7062,251,6393
"1.20","Assembly Dist. 04",16684,51,2064,480,0,10374,219,16520
"1.20","Assembly Dist. 05",13913,42,1421,358,0,7900,198,10962
"1.20","Assembly Dist. 06",17811,29,963,197,0,6663,471,2814
"1.20","Assembly Dist. 07",18407,52,1187,216,0,7695,307,6119
"1.20","Assembly Dist. 08",14987,43,1448,336,0,9250,188,9131
"1.20","Assembly Dist. 09",18167,42,1947,459,0,11978,220,13814
"1.20","Assembly Dist. 10",12987,37,1165,269,0,6523,224,6232
"1.20","Assembly Dist. 11",12050,35,835,196,0,5784,295,2719
"1.20","Assembly Dist. 12",17469,47,1575,305,0,9404,257,11959
"1.20","Assembly Dist. 13",13530,30,1854,374,0,8920,182,16695
"1.20","Assembly Dist. 14",14024,42,943,169,0,6751,297,4621
"1.20","Assembly Dist. 15",15178,53,1285,308,0,7392,306,5898
"1.20","Assembly Dist. 16",14275,50,1401,379,0,8403,468,5551
"1.20","Assembly Dist. 17",19328,43,1467,305,0,9004,273,8455
"1.20","Assembly Dist. 18",15960,67,1457,352,0,8572,273,7749
"1.20","Assembly Dist. 19",12882,35,1959,313,0,8812,215,15465
"1.20","Assembly Dist. 20",15035,54,1460,368,0,8001,283,8708
"1.20","Assembly Dist. 21",13663,46,1622,360,0,8135,182,11080
"1.20","Assembly Dist. 22",15191,30,2078,415,0,10219,187,17517
"1.20","Assembly Dist. 23",15401,35,2623,452,0,10986,178,23071
"1.20","Assembly Dist. 24",16299,156,1598,547,6,9435,480,7991
"1.20","Assembly Dist. 25",16267,117,2110,558,11,9730,349,19896
"1.20","Assembly Dist. 26",16147,98,2358,690,8,11328,368,22332
"1.20","Assembly Dist. 27",14937,121,1784,514,9,8989,341,11654
"1.20","Assembly Dist. 28",12331,20,806,175,0,5661,240,2927
"1.20","Assembly Dist. 29",15892,50,1870,395,0,9665,227,13845
"1.20","Assembly Dist. 30",14262,100,1666,448,9,8148,312,10764
"1.20","Assembly Dist. 31",14567,98,2055,578,10,9138,300,16725
"1.20","Assembly Dist. 32",8597,38,1809,367,11,7085,196,18862
"1.20","Assembly Dist. 33",4781,14,1463,287,3,5237,83,15841
"1.20","Assembly Dist. 34",15390,46,1482,357,0,8254,211,10226
"1.20","Assembly Dist. 35",18756,35,2135,545,0,13033,235,14806
"1.20","Assembly Dist. 36",12423,70,2765,495,6,9655,179,21615
"1.20","Assembly Dist. 37",15518,37,1797,317,0,8571,196,14900
"1.20","Assembly Dist. 38",8239,53,2569,551,2,8281,200,22073
"1.20","Assembly Dist. 39",11617,83,2662,608,8,9351,144,27256
"1.20","Assembly Dist. 40",12249,65,2144,519,4,7911,237,18661
"1.20","Assembly Dist. 41",16172,53,1861,476,0,10143,197,12730
"1.20","Assembly Dist. 42",12615,44,1119,266,0,6961,186,6441
"1.21","Assembly Dist. 01",20464,34,2058,356,0,11225,810,12674
"1.21","Assembly Dist. 02",15181,41,2123,412,0,11082,646,16248
"1.21","Assembly Dist. 03",14760,43,1242,293,0,8155,587,6771
"1.21","Assembly Dist. 04",18112,46,2464,532,0,12452,818,18101
"1.21","Assembly Dist. 05",15029,50,1740,375,0,9598,640,11773
"1.21","Assembly Dist. 06",17467,24,1009,177,0,7203,668,2903
"1.21","Assembly Dist. 07",19382,52,1341,251,0,9002,690,6685
"1.21","Assembly Dist. 08",16836,52,1789,356,0,11789,839,10633
"1.21","Assembly Dist. 09",21057,57,2569,527,0,15418,1043,16270
"1.21","Assembly Dist. 10",13467,51,1262,252,0,7679,628,6593
